,location,total_sqft,bath,price,bhk
6851,Uttarahalli,1788.0,3.0,98.34,3
6852,Uttarahalli,1345.0,2.0,57.0,3
6853,Uttarahalli,1089.0,2.0,43.55,2
6855,Uttarahalli,1279.0,2.0,48.0,2
6857,Uttarahalli,1425.0,2.0,64.0,3
6858,Uttarahalli,1155.0,2.0,40.42,2
6859,Uttarahalli,1050.0,2.0,42.0,2
6860,Uttarahalli,1300.0,2.0,55.0,3
6861,Uttarahalli,1250.0,2.0,55.0,3
6862,Uttarahalli,1700.0,3.0,88.0,3
6863,Uttarahalli,1200.0,3.0,50.0,3
6864,Uttarahalli,1085.0,2.0,43.0,2
6866,Uttarahalli,1175.0,2.0,47.0,2
6867,Uttarahalli,1689.28,3.0,91.2,3
6868,Uttarahalli,1175.0,2.0,47.0,2
6869,Uttarahalli,1137.0,2.0,63.0,2
6870,Uttarahalli,1215.0,2.0,52.85,3
6872,Uttarahalli,1325.0,2.0,53.0,2
6873,Uttarahalli,1300.0,2.0,60.0,3
6874,Uttarahalli,850.0,2.0,35.0,2
6875,Uttarahalli,1627.86,3.0,88.0,3
6877,Uttarahalli,1360.0,2.0,61.2,3
6878,Uttarahalli,661.0,1.0,36.0,1
6879,Uttarahalli,1134.0,2.0,45.36,2
6881,Uttarahalli,1320.0,2.0,55.44,3
6882,Uttarahalli,1390.0,2.0,61.16,3
6883,Uttarahalli,1090.0,2.0,45.0,2
6884,Uttarahalli,1050.0,2.0,42.0,2
6885,Uttarahalli,1123.0,2.0,48.0,2
6886,Uttarahalli,1329.0,2.0,56.0,3
6887,Uttarahalli,938.0,2.0,35.0,2
6890,Uttarahalli,1100.0,1.0,45.0,2
6891,Uttarahalli,1125.0,2.0,47.0,2
6893,Uttarahalli,1685.0,3.0,85.0,3
6894,Uttarahalli,1390.0,2.0,62.55,3
6896,Uttarahalli,1180.0,2.0,41.3,2
6897,Uttarahalli,1380.0,2.0,42.0,2
6898,Uttarahalli,1737.0,2.0,95.0,3
6900,Uttarahalli,1160.0,2.0,45.0,2
6901,Uttarahalli,1280.0,2.0,60.0,3
6903,Uttarahalli,1190.0,2.0,53.55,2
6904,Uttarahalli,1330.0,2.0,57.0,3
6905,Uttarahalli,1560.0,3.0,74.0,3
6907,Uttarahalli,1125.0,2.0,48.0,2
6908,Uttarahalli,1320.0,2.0,55.44,3
6910,Uttarahalli,1160.0,2.0,40.6,2
6912,Uttarahalli,1065.0,2.0,42.59,2
6913,Uttarahalli,1075.0,2.0,46.76,2
6914,Uttarahalli,1155.0,2.0,40.6,2
6917,Uttarahalli,1215.0,2.0,52.85,3
6919,Uttarahalli,1180.0,2.0,41.3,2
6922,Uttarahalli,1002.0,2.0,40.08,2
6923,Uttarahalli,1002.0,2.0,40.08,2
6924,Uttarahalli,1075.0,2.0,40.0,2
6926,Uttarahalli,1155.0,2.0,40.43,2
6928,Uttarahalli,1025.0,2.0,35.88,2
6929,Uttarahalli,1125.0,2.0,47.65,2
6930,Uttarahalli,1300.0,2.0,55.0,2
6931,Uttarahalli,1025.0,2.0,35.88,2
6932,Uttarahalli,980.0,2.0,45.0,2
6933,Uttarahalli,1125.0,2.0,47.0,2
6938,Uttarahalli,1175.0,2.0,47.0,2
6941,Uttarahalli,1525.0,2.0,62.82,3
6942,Uttarahalli,1265.0,2.0,65.0,3
6945,Uttarahalli,1213.0,2.0,48.0,2
6947,Uttarahalli,900.0,2.0,35.0,2
6948,Uttarahalli,1065.0,2.0,42.6,2
6951,Uttarahalli,1125.0,2.0,47.0,2
6952,Uttarahalli,1270.0,2.0,55.25,3
6953,Uttarahalli,1270.0,2.0,55.25,3
6954,Uttarahalli,1107.0,2.0,45.0,2
6955,Uttarahalli,1200.0,2.0,55.0,2
6957,Uttarahalli,1460.0,3.0,76.0,3
6958,Uttarahalli,1500.0,3.0,68.0,3
6959,Uttarahalli,1120.0,2.0,50.0,2
6960,Uttarahalli,1150.0,2.0,46.0,2
6961,Uttarahalli,1330.0,2.0,58.0,3
6963,Uttarahalli,1050.0,2.0,42.0,2
6964,Uttarahalli,1125.0,2.0,48.0,2
6966,Uttarahalli,1345.0,2.0,57.0,3
6967,Uttarahalli,1345.0,2.0,57.0,3
6969,Uttarahalli,1000.0,2.0,52.0,2
6970,Uttarahalli,1037.0,2.0,36.0,2
6972,Uttarahalli,1000.0,2.0,39.5,2
6973,Uttarahalli,1125.0,1.0,45.0,2
6975,Uttarahalli,1160.0,2.0,40.58,2
6976,Uttarahalli,1123.0,2.0,60.0,2
6978,Uttarahalli,1000.0,2.0,35.0,2
6979,Uttarahalli,1330.0,2.0,57.0,3
6980,Uttarahalli,1125.0,2.0,47.0,2
6981,Uttarahalli,1165.0,1.0,42.09,2
6982,Uttarahalli,1260.0,2.0,55.0,2
6983,Uttarahalli,1284.0,2.0,53.36,2
6984,Uttarahalli,1150.0,2.0,45.99,2
6986,Uttarahalli,1290.0,2.0,56.12,3
6987,Uttarahalli,1328.0,2.0,56.0,3
6988,Uttarahalli,1040.0,2.0,36.4,2
6989,Uttarahalli,1290.0,2.0,56.12,3
6991,Uttarahalli,1075.0,2.0,46.76,2
6992,Uttarahalli,1345.0,2.0,57.0,3
6993,Varthur,1160.0,2.0,44.0,2
6994,Varthur,1385.0,2.0,80.0,2
6996,Varthur,1024.0,2.0,42.0,2
6997,Varthur,1125.0,2.0,40.0,2
6998,Varthur,1112.0,2.0,40.0,2
6999,Varthur,1055.0,2.0,45.35,2
7000,Varthur,1280.0,2.0,65.0,2
7001,Varthur,977.0,2.0,36.0,2
7002,Varthur,1250.0,3.0,71.0,3
7003,Varthur,1200.0,3.0,67.75,3
7004,Varthur,1111.0,2.0,41.88,2
7005,Varthur,1140.0,2.0,55.5,2
7006,Varthur,1012.0,2.0,59.0,2
7007,Varthur,1140.0,2.0,39.9,2
7008,Varthur,1090.0,2.0,48.0,2
7009,Varthur,1450.0,3.0,71.0,3
7010,Varthur,1210.0,2.0,60.0,2
7011,Varthur,1070.0,2.0,46.0,2
7012,Varthur,1360.0,2.0,85.0,3
7013,Varthur,965.0,2.0,34.0,2
7014,Varthur,1120.0,2.0,44.24,2
7015,Varthur,1395.0,2.0,79.0,3
7016,Varthur,1085.0,2.0,45.0,2
7017,Varthur,1250.0,2.0,47.0,2
7018,Varthur,1200.0,3.0,68.38,3
7020,Varthur,1155.0,2.0,60.0,2
7021,Varthur,1035.0,2.0,60.0,2
7022,Varthur,1155.0,2.0,39.0,2
7023,Varthur,1180.0,2.0,55.0,2
7025,Varthur,1738.0,2.0,57.35,2
7026,Varthur,1045.0,2.0,40.65,2
7027,Varthur,1155.0,2.0,39.0,2
7029,Varthur,1210.0,2.0,64.15,2
7031,Varthur,1105.0,2.0,38.0,2
7032,Varthur,1560.0,3.0,90.0,3
7033,Varthur,1760.0,2.0,85.0,2
7034,Varthur,1210.0,2.0,54.0,2
7035,Varthur,1112.0,2.0,40.0,2
7037,Varthur,1000.0,1.0,65.0,2
7039,Varthur Road,900.0,2.0,27.0,2
7040,Varthur Road,1277.0,2.0,59.0,2
7041,Varthur Road,1247.0,2.0,58.0,3
7042,Varthur Road,1050.0,2.0,42.7,2
7043,Varthur Road,1255.0,2.0,52.76,2
7045,Varthur Road,1033.0,2.0,32.0,2
7046,Varthur Road,1140.0,2.0,49.11,2
7047,Varthur Road,850.0,2.0,25.4,2
7048,Vasanthapura,1022.0,2.0,40.0,2
7049,Vasanthapura,1135.0,2.0,39.73,2
7050,Vasanthapura,995.0,2.0,34.82,2
7051,Vasanthapura,995.0,2.0,34.82,2
7052,Vasanthapura,1037.0,2.0,36.28,2
7053,Vasanthapura,978.0,2.0,34.22,2
7054,Vasanthapura,1037.0,2.0,36.28,2
7055,Vidyaranyapura,1440.0,2.0,95.0,2
7056,Vidyaranyapura,1062.0,2.0,38.0,2
7057,Vidyaranyapura,1200.0,2.0,55.0,2
7058,Vidyaranyapura,1200.0,4.0,90.0,4
7060,Vidyaranyapura,1060.0,2.0,55.0,2
7061,Vidyaranyapura,1100.0,2.0,54.0,2
7062,Vidyaranyapura,1440.0,2.0,70.0,3
7063,Vidyaranyapura,1100.0,2.0,54.0,2
7064,Vidyaranyapura,1000.0,2.0,35.0,2
7066,Vidyaranyapura,1120.0,2.0,70.0,2
7067,Vidyaranyapura,945.0,2.0,40.0,2
7068,Vidyaranyapura,1100.0,2.0,54.0,2
7069,Vidyaranyapura,1200.0,2.0,65.0,3
7070,Vidyaranyapura,1200.0,2.0,52.0,2
7071,Vidyaranyapura,1050.0,2.0,50.0,2
7072,Vidyaranyapura,1188.0,2.0,50.0,2
7073,Vidyaranyapura,1100.0,2.0,75.0,3
7074,Vidyaranyapura,1100.0,2.0,72.0,3
7075,Vidyaranyapura,2400.0,5.0,135.0,4
7076,Vidyaranyapura,1100.0,2.0,41.0,2
7077,Vidyaranyapura,1200.0,2.0,60.5,2
7078,Vidyaranyapura,1200.0,2.0,42.0,2
7079,Vijayanagar,1704.0,3.0,110.0,3
7080,Vijayanagar,1933.0,3.0,129.0,3
7082,Vijayanagar,1450.0,3.0,100.0,3
7083,Vijayanagar,1580.0,2.0,134.0,3
7084,Vijayanagar,1826.0,3.0,121.0,3
7085,Vijayanagar,1739.0,3.0,116.0,3
7086,Vijayanagar,1490.0,3.0,100.0,3
7087,Vijayanagar,1180.0,2.0,65.0,2
7088,Vijayanagar,606.0,1.0,34.78,1
7089,Vijayanagar,1352.0,2.0,68.0,2
7090,Vijayanagar,1527.0,3.0,115.0,3
7091,Vijayanagar,989.0,2.0,60.0,2
7092,Vijayanagar,1520.0,2.0,103.0,3
7093,Vijayanagar,1749.0,3.0,117.0,3
7094,Vijayanagar,1046.0,2.0,75.0,2
7095,Vijayanagar,606.0,1.0,40.0,1
7096,Vijayanagar,1200.0,2.0,62.0,2
7099,Vijayanagar,1760.0,3.0,140.0,3
7100,Vijayanagar,2047.0,3.0,136.0,3
7101,Vijayanagar,1200.0,2.0,75.0,3
7102,Vijayanagar,1178.0,2.0,82.0,2
7103,Vijayanagar,864.0,2.0,45.0,2
7104,Vijayanagar,2100.0,6.0,252.0,4
7105,Vijayanagar,920.0,2.0,60.0,2
7106,Vijayanagar,1019.0,2.0,58.0,2
7107,Vijayanagar,2400.0,6.0,125.0,5
7108,Vijayanagar,1180.0,2.0,86.0,2
7109,Vijayanagar,1046.0,2.0,49.06,2
7110,Vijayanagar,2400.0,2.0,230.0,1
7111,Vijayanagar,492.0,1.0,40.0,1
7113,Vishveshwarya Layout,750.0,1.0,30.0,1
7114,Vishveshwarya Layout,2000.0,4.0,75.0,4
7115,Vishveshwarya Layout,2100.0,6.0,92.0,6
7116,Vishveshwarya Layout,2000.0,3.0,90.0,4
7117,Vishwapriya Layout,820.0,2.0,30.0,2
7118,Vishwapriya Layout,770.0,2.0,30.0,2
7119,Vishwapriya Layout,910.0,2.0,36.0,2
7120,Vishwapriya Layout,890.0,2.0,37.0,2
7121,Vittasandra,1404.0,2.0,71.0,2
7122,Vittasandra,1246.0,2.0,67.0,2
7123,Vittasandra,1404.0,2.0,69.3,2
7124,Vittasandra,1246.0,2.0,67.3,2
7125,Vittasandra,1246.0,2.0,64.5,2
7126,Vittasandra,1246.0,2.0,64.5,2
7127,Vittasandra,1246.0,2.0,68.0,2
7129,Vittasandra,1238.0,2.0,67.0,2
7130,Vittasandra,1404.0,2.0,75.0,2
7131,Vittasandra,1246.0,2.0,65.0,2
7132,Vittasandra,1238.0,2.0,67.0,2
7133,Vittasandra,1246.0,2.0,67.4,2
7134,Vittasandra,1259.0,2.0,67.4,2
7135,Vittasandra,1404.0,2.0,68.8,2
7136,Vittasandra,1246.0,2.0,62.3,2
7137,Vittasandra,1246.0,2.0,63.0,2
7138,Vittasandra,1246.0,2.0,67.4,2
7139,Vittasandra,1246.0,2.0,65.4,2
7141,Vittasandra,1238.0,2.0,67.32,2
7142,Vittasandra,1246.0,2.0,67.4,2
7144,Vittasandra,1246.0,2.0,67.3,2
7145,Vittasandra,1404.0,2.0,70.0,2
7146,Vittasandra,1259.0,2.0,67.48,2
7147,Vittasandra,1404.0,2.0,75.0,2
7149,Vittasandra,1246.0,2.0,67.0,2
7152,Vittasandra,1404.0,2.0,72.0,2
7153,Vittasandra,1246.0,2.0,67.5,2
7154,Vittasandra,1246.0,2.0,67.5,2
7155,Vittasandra,1404.0,2.0,70.0,2
7156,Vittasandra,1246.0,2.0,65.0,2
7157,Vittasandra,1246.0,2.0,67.4,2
7161,Whitefield,1610.0,3.0,81.0,3
7162,Whitefield,1459.0,2.0,94.82,2
7167,Whitefield,1280.0,2.0,75.0,2
7169,Whitefield,1910.0,3.0,161.0,3
7170,Whitefield,3252.0,4.0,230.0,4
7171,Whitefield,11890.0,4.0,700.0,4
7174,Whitefield,1150.0,2.0,70.0,2
7175,Whitefield,1768.0,3.0,101.0,3
7177,Whitefield,4144.0,4.0,315.0,4
7178,Whitefield,4104.0,4.0,360.0,4
7179,Whitefield,1790.0,3.0,100.0,3
7180,Whitefield,1720.0,3.0,100.0,3
7182,Whitefield,1640.0,4.0,91.0,3
7185,Whitefield,2280.0,4.0,126.0,3
7189,Whitefield,1897.0,3.0,130.0,3
7190,Whitefield,2225.0,2.0,125.0,3
7193,Whitefield,2268.0,3.0,163.0,4
7196,Whitefield,2400.0,4.0,200.0,4
7198,Whitefield,1360.0,2.0,95.0,2
7200,Whitefield,1697.0,3.0,94.79,3
7201,Whitefield,5000.0,4.0,400.0,4
7202,Whitefield,3000.0,5.0,250.0,4
7203,Whitefield,1700.0,3.0,115.0,3
7206,Whitefield,2842.0,3.0,162.0,3
7210,Whitefield,1500.0,3.0,130.0,3
7211,Whitefield,1280.0,2.0,75.0,2
7213,Whitefield,1405.0,2.0,78.0,3
7214,Whitefield,2225.0,3.0,115.0,3
7215,Whitefield,1272.0,2.0,95.05,2
7218,Whitefield,1192.0,2.0,71.0,2
7222,Whitefield,1626.0,3.0,89.0,3
7223,Whitefield,1585.0,3.0,88.0,3
7225,Whitefield,1280.0,2.0,85.0,2
7226,Whitefield,1200.0,3.0,68.5,3
7227,Whitefield,4000.0,4.0,330.0,4
7228,Whitefield,1697.0,3.0,108.0,3
7230,Whitefield,3606.0,4.0,312.0,4
7231,Whitefield,1485.0,2.0,90.0,2
7232,Whitefield,950.0,1.0,50.0,1
7233,Whitefield,3584.0,4.0,199.0,4
7234,Whitefield,825.0,1.0,45.0,1
7237,Whitefield,1635.0,2.0,85.0,3
7238,Whitefield,1216.0,2.0,79.0,2
7244,Whitefield,920.0,2.0,63.0,2
7246,Whitefield,1170.0,2.0,71.0,2
7247,Whitefield,1118.0,2.0,75.0,2
7248,Whitefield,1800.0,3.0,110.0,3
7249,Whitefield,1562.0,3.0,103.0,3
7252,Whitefield,2321.0,4.0,128.0,3
7253,Whitefield,1320.0,2.0,95.0,2
7256,Whitefield,3010.0,3.0,200.0,3
7257,Whitefield,1346.0,2.0,96.17,2
7258,Whitefield,3850.0,5.0,316.0,3
7262,Whitefield,2500.0,4.0,155.0,4
7263,Whitefield,905.0,1.0,55.0,1
7265,Whitefield,2268.0,3.0,146.0,4
7268,Whitefield,630.5,1.0,32.79,1
7269,Whitefield,3537.0,5.0,210.0,4
7271,Whitefield,1697.0,3.0,115.0,3
7275,Whitefield,3250.0,5.0,290.0,5
7279,Whitefield,1269.0,2.0,75.0,2
7280,Whitefield,3227.0,5.0,250.0,5
7281,Whitefield,1545.0,3.0,79.0,3
7284,Whitefield,3262.0,4.0,260.0,4
7286,Whitefield,1132.0,2.0,79.28,2
7289,Whitefield,2830.0,5.0,160.0,4
7291,Whitefield,1195.0,2.0,70.0,2
7292,Whitefield,3480.0,4.0,284.0,3
7295,Whitefield,709.0,1.0,34.385,1
7297,Whitefield,1320.0,2.0,79.5,2
7298,Whitefield,750.0,2.0,52.7,2
7299,Whitefield,1200.0,3.0,61.96,3
7305,Whitefield,3445.0,5.0,270.0,4
7306,Whitefield,1700.0,3.0,140.0,3
7307,Whitefield,4827.0,4.0,400.0,4
7308,Whitefield,1405.0,2.0,84.5,2
7310,Whitefield,3252.0,4.0,280.0,4
7312,Whitefield,1150.0,2.0,90.0,2
7313,Whitefield,2400.0,4.0,147.0,4
7315,Whitefield,624.0,1.0,35.0,1
7318,Whitefield,1700.0,3.0,95.0,3
7319,Whitefield,4960.0,4.0,400.0,4
7320,Whitefield,2928.0,4.0,198.0,4
7322,Whitefield,2700.0,5.0,175.0,3
7323,Whitefield,1216.0,2.0,84.0,2
7324,Whitefield,2882.0,5.0,204.0,4
7325,Whitefield,1840.0,3.0,140.0,3
7326,Whitefield,1778.0,3.0,122.0,3
7328,Whitefield,650.0,1.0,25.0,1
7329,Whitefield,2155.0,3.0,125.0,4
7334,Whitefield,1216.0,2.0,75.0,2
7336,Whitefield,1255.0,2.0,77.0,2
7337,Whitefield,1216.0,2.0,73.0,2
7338,Whitefield,709.0,1.0,34.735,1
7342,Whitefield,1745.0,3.0,100.0,3
7343,Whitefield,3200.0,4.0,224.0,4
7345,Whitefield,825.0,1.0,44.9,1
7349,Whitefield,1870.0,3.0,138.0,3
7352,Whitefield,1862.0,3.0,125.0,3
7353,Whitefield,1655.0,3.0,113.0,3
7354,Whitefield,530.0,1.0,29.44,1
7356,Whitefield,905.0,1.0,50.0,1
7357,Whitefield,1600.0,3.0,82.0,3
7358,Whitefield,1230.0,4.0,80.0,4
7360,Whitefield,630.5,1.0,32.15,1
7361,Whitefield,905.0,1.0,52.0,1
7365,Whitefield,1216.0,2.0,83.0,2
7371,Whitefield,1216.0,2.0,75.0,2
7379,Whitefield,2856.0,5.0,158.5,4
7382,Whitefield,750.0,1.0,51.0,1
7385,Whitefield,1173.0,2.0,77.0,2
7386,Whitefield,1200.0,3.0,68.4,3
7390,Whitefield,3425.0,5.0,250.0,4
7395,Whitefield,2173.0,3.0,128.0,3
7397,Whitefield,905.0,1.0,62.0,1
7398,Whitefield,1870.0,3.0,138.0,3
7399,Whitefield,1320.0,2.0,99.26,2
7400,Whitefield,2901.0,4.0,190.0,3
7401,Whitefield,1485.0,2.0,96.51,2
7402,Whitefield,1755.0,3.0,101.0,3
7404,Whitefield,2225.0,3.0,149.0,3
7405,Whitefield,1250.0,2.0,82.0,2
7406,Whitefield,605.0,1.0,40.0,1
7409,Whitefield,2210.0,3.0,156.0,3
7410,Whitefield,1173.0,2.0,78.2,2
7411,Whitefield,1740.0,4.0,130.0,3
7412,Whitefield,1216.0,2.0,75.0,2
7414,Whitefield,1655.0,3.0,120.0,3
7415,Whitefield,4003.0,6.0,300.0,4
7417,Whitefield,1180.0,2.0,70.0,2
7419,Whitefield,2023.0,4.0,130.0,3
7420,Whitefield,2134.0,4.0,118.0,3
7423,Whitefield,905.0,1.0,60.0,1
7429,Whitefield,1452.0,3.0,90.0,3
7430,Whitefield,2850.0,5.0,240.0,4
7433,Whitefield,2830.0,5.0,190.0,4
7434,Whitefield,1295.0,2.0,78.5,2
7435,Whitefield,840.0,1.0,57.6,1
7436,Whitefield,640.0,1.0,19.83,1
7437,Whitefield,1991.0,3.0,104.0,3
7441,Whitefield,1655.0,3.0,97.0,3
7442,Whitefield,1850.0,3.0,150.0,3
7443,Whitefield,1200.0,3.0,67.77,3
7444,Whitefield,1290.0,2.0,90.0,2
7447,Whitefield,1216.0,2.0,75.0,2
7448,Whitefield,1356.0,2.0,94.84,2
7449,Whitefield,1338.0,2.0,103.0,2
7452,Whitefield,3450.0,4.0,208.0,3
7456,Whitefield,1267.0,2.0,90.33,2
7457,Whitefield,2400.0,4.0,143.0,4
7458,Whitefield,1836.0,3.0,125.0,3
7460,Whitefield,3596.0,3.0,200.0,3
7461,Whitefield,1275.0,2.0,65.0,3
7464,Whitefield,1216.0,2.0,82.0,2
7465,Whitefield,1495.0,3.0,88.0,2
7466,Whitefield,1564.0,3.0,103.0,3
7467,Whitefield,1585.0,3.0,84.0,3
7470,Whitefield,1558.0,3.0,90.0,3
7471,Whitefield,1216.0,2.0,75.0,2
7473,Whitefield,1704.0,3.0,120.0,3
7477,Whitefield,1300.0,2.0,78.0,2
7478,Whitefield,1570.0,3.0,88.0,3
7479,Whitefield,1216.0,2.0,84.03,2
7481,Whitefield,1216.0,2.0,72.5,2
7483,Whitefield,2025.0,4.0,115.0,3
7484,Whitefield,1346.0,2.0,100.0,3
7488,Whitefield,2990.0,3.0,198.0,4
7491,Whitefield,1720.0,3.0,98.97,3
7492,Whitefield,1600.0,3.0,95.0,3
7493,Whitefield,1655.0,3.0,108.0,3
7494,Whitefield,1740.0,3.0,95.0,3
7496,Whitefield,1350.0,2.0,88.0,2
7498,Whitefield,1216.0,2.0,80.0,2
7499,Whitefield,2900.0,4.0,225.0,4
7500,Whitefield,1340.0,2.0,101.0,2
7502,Whitefield,1500.0,3.0,78.57,3
7503,Whitefield,1626.0,3.0,85.0,3
7505,Whitefield,1100.0,2.0,65.0,2
7507,Whitefield,1270.0,2.0,65.0,3
7508,Whitefield,3117.0,3.0,261.0,3
7509,Whitefield,1216.0,2.0,73.0,2
7511,Whitefield,3150.0,3.0,290.0,3
7513,Whitefield,2956.0,5.0,234.0,4
7517,Whitefield,2247.0,3.0,145.0,3
7518,Whitefield,3940.0,5.0,265.0,4
7522,Whitefield,1180.0,2.0,77.0,2
7523,Whitefield,2140.0,3.0,139.0,3
7524,Whitefield,1314.0,2.0,84.0,2
7531,Whitefield,1431.0,3.0,85.0,3
7532,Whitefield,524.0,1.0,29.0,1
7533,Whitefield,2830.0,4.0,161.0,4
7534,Whitefield,2135.0,3.0,149.0,4
7536,Whitefield,3075.0,2.0,188.0,4
7537,Whitefield,1760.0,3.0,160.0,3
7538,Whitefield,1655.0,3.0,110.0,3
7539,Whitefield,840.0,1.0,57.0,1
7540,Whitefield,1725.0,3.0,106.0,3
7543,Whitefield,516.0,1.0,39.0,1
7545,Whitefield,6000.0,4.0,410.0,4
7546,Whitefield,1639.0,3.0,107.0,3
7547,Whitefield,1820.0,3.0,113.0,3
7549,Whitefield,3565.0,4.0,218.0,4
7550,Whitefield,3410.0,5.0,253.0,4
7553,Whitefield,4500.0,4.0,330.0,4
7554,Whitefield,1250.0,2.0,85.0,2
7556,Whitefield,1277.0,2.0,77.0,2
7557,Whitefield,1820.0,3.0,140.0,3
7558,Whitefield,3453.0,4.0,247.0,4
7564,Whitefield,2280.0,4.0,125.0,3
7565,Whitefield,2882.0,5.0,200.0,4
7567,Whitefield,1639.5,3.0,92.63,3
7570,Whitefield,1190.0,2.0,70.0,2
7572,Whitefield,1270.0,2.0,94.0,2
7573,Whitefield,1220.0,2.0,89.0,2
7576,Whitefield,3758.0,3.0,300.0,3
7581,Whitefield,1216.0,2.0,72.0,2
7583,Whitefield,5400.0,5.0,475.0,4
7584,Whitefield,1396.0,3.0,74.0,3
7593,Whitefield,1615.0,3.0,96.9,3
7599,Whitefield,1200.0,2.0,70.0,2
7602,Whitefield,1216.0,2.0,75.0,2
7604,Whitefield,2321.0,4.0,157.0,3
7605,Whitefield,1224.0,2.0,75.0,2
7606,Whitefield,1655.0,3.0,113.0,3
7608,Whitefield,4144.0,5.0,331.0,5
7611,Whitefield,1200.0,3.0,67.75,3
7612,Whitefield,2444.0,4.0,145.0,4
7613,Whitefield,1270.0,2.0,110.0,2
7614,Whitefield,1660.0,3.0,110.0,3
7615,Whitefield,1270.0,2.0,105.0,2
7617,Whitefield,1173.0,2.0,78.2,2
7618,Whitefield,1362.0,2.0,85.0,2
7620,Whitefield,1457.0,2.0,105.0,3
7621,Whitefield,1720.0,3.0,128.0,3
7625,Whitefield,1564.0,3.0,103.0,3
7629,Whitefield,1639.0,3.0,107.0,3
7630,Whitefield,1760.0,3.0,139.0,3
7631,Whitefield,613.0,1.0,48.0,1
7632,Whitefield,1730.0,3.0,125.0,3
7634,Whitefield,877.0,1.0,59.0,1
7638,Yelachenahalli,1464.0,2.0,105.0,3
7639,Yelachenahalli,2400.0,1.0,150.0,2
7640,Yelachenahalli,1700.0,3.0,130.0,3
7641,Yelachenahalli,1080.0,2.0,55.0,2
7642,Yelachenahalli,1400.0,2.0,78.0,2
7643,Yelachenahalli,1330.0,3.0,73.5,3
7644,Yelachenahalli,800.0,1.0,30.0,2
7645,Yelachenahalli,1100.0,2.0,60.0,2
7646,Yelachenahalli,1365.0,2.0,72.0,3
7647,Yelachenahalli,1103.0,2.0,55.0,2
7648,Yelachenahalli,1000.0,2.0,50.0,2
7650,Yelahanka,1326.0,2.0,78.0,2
7657,Yelahanka,1705.0,3.0,95.0,3
7658,Yelahanka,1234.0,2.0,80.0,2
7659,Yelahanka,1315.0,2.0,85.0,2
7660,Yelahanka,1170.0,2.0,62.5,2
7662,Yelahanka,697.0,1.0,45.0,1
7664,Yelahanka,2195.0,4.0,127.0,3
7666,Yelahanka,1614.0,3.0,95.0,3
7668,Yelahanka,628.0,1.0,24.0,1
7671,Yelahanka,654.0,1.0,38.4,1
7678,Yelahanka,1825.0,3.0,105.0,3
7679,Yelahanka,1603.0,3.0,96.0,3
7680,Yelahanka,1304.0,2.0,79.0,2
7686,Yelahanka,1517.0,3.0,76.3,3
7690,Yelahanka,1327.0,2.0,85.0,2
7693,Yelahanka,1566.0,3.0,97.0,3
7695,Yelahanka,1270.0,2.0,78.0,2
7696,Yelahanka,1400.0,2.0,80.54,3
7698,Yelahanka,1322.0,2.0,86.0,2
7699,Yelahanka,1100.0,2.0,70.0,2
7700,Yelahanka,1200.0,2.0,70.0,2
7702,Yelahanka,4000.0,5.0,220.0,5
7703,Yelahanka,2675.0,4.0,140.0,4
7705,Yelahanka,654.0,1.0,37.0,1
7706,Yelahanka,1465.0,3.0,80.01,3
7710,Yelahanka,1692.0,3.0,83.0,3
7715,Yelahanka,2145.0,3.0,125.0,3
7717,Yelahanka,1322.0,2.0,75.0,2
7720,Yelahanka,602.0,1.0,26.0,1
7721,Yelahanka,1100.0,2.0,60.0,2
7722,Yelahanka,1614.0,2.0,100.0,3
7723,Yelahanka,1890.0,3.0,108.0,3
7724,Yelahanka,1556.0,3.0,86.0,3
7725,Yelahanka,1610.0,4.0,85.0,3
7731,Yelahanka,1859.0,3.0,108.0,3
7733,Yelahanka,1322.0,2.0,80.0,2
7736,Yelahanka,2600.0,4.0,175.0,4
7737,Yelahanka,1305.0,2.0,78.0,2
7739,Yelahanka,1711.0,3.0,85.61,3
7740,Yelahanka,1315.0,2.0,75.0,2
7741,Yelahanka,3600.0,6.0,200.0,6
7743,Yelahanka,1614.0,3.0,95.0,3
7744,Yelahanka,1650.0,3.0,105.0,3
7749,Yelahanka,3990.0,4.0,260.0,4
7750,Yelahanka,1620.0,3.0,90.0,3
7751,Yelahanka,654.0,1.0,36.25,1
7752,Yelahanka,1614.0,3.0,93.0,3
7753,Yelahanka,694.0,1.0,30.84,1
7754,Yelahanka,1115.0,2.0,60.0,2
7755,Yelahanka,2317.0,4.0,140.0,3
7756,Yelahanka,1653.0,3.0,93.0,3
7757,Yelahanka,654.0,1.0,38.0,1
7759,Yelahanka,1445.0,2.0,82.0,2
7761,Yelahanka,602.0,1.0,38.0,1
7762,Yelahanka,697.0,1.0,35.0,1
7764,Yelahanka,682.0,1.0,36.23,1
7766,Yelahanka,1560.0,2.0,98.0,3
7767,Yelahanka,1780.0,3.0,107.0,3
7768,Yelahanka,1342.0,2.0,75.0,3
7769,Yelahanka,1823.0,3.0,103.0,3
7770,Yelahanka,1792.0,3.0,104.0,3
7771,Yelahanka,1304.0,2.0,69.97,2
7774,Yelahanka,1300.0,2.0,69.23,2
7775,Yelahanka,1705.0,3.0,91.0,3
7777,Yelahanka,1835.0,3.0,108.0,3
7778,Yelahanka,1847.0,3.0,92.0,3
7780,Yelahanka,1890.0,3.0,109.0,3
7781,Yelahanka,700.0,1.0,38.0,1
